السؤال,الجواب,الكلمة المفتاحية,التصنيف,score
كم عدد الأعضاء الذين يمثلون كليات الجامعة في مجلس البحث العلمي؟,ثمانية أعضاء من هيئة التدريس,أعضاء المجلس,معلومات عامة,0.531869888
كم عدد الرسائل التي يمكن للمشرف الإشراف عليها إذا كان أستاذًا مساعدًا؟,"إذا كان المشرف أستاذًا مساعدًا، يمكنه الإشراف على رسالتين كحد أقصى في نفس الوقت ",إشراف أستاذ مساعد,الإشراف,0.53099215
كم عدد الرسائل التي يمكن للمشرف الإشراف عليها في وقت واحد؟,"يمكن للمشرف الإشراف على 6 رسائل إذا كان أستاذًا أو أستاذًا مشاركًا، و3 رسائل إذا كان أستاذًا مساعدًا ",عدد الرسائل التي يشرف عليها,الإشراف الأكاديمي,0.530736029
كم عدد الرسائل التي يمكن للمشرف عليها في وقت واحد إذا كان أستاذًا مساعدًا؟,يمكن للمشرف الأستاذ المساعد الإشراف على 3 رسائل فقط في وقت واحد ,الإشراف من أستاذ مساعد,الإشراف الأكاديمي,0.530122936
كم عدد الساعات التي يُسمح للطالب بدراستها في جامعة أخرى أثناء التسجيل في الجامعة الهاشمية؟,لا تزيد عن  5 ساعة معتمدة ,"دراسة مواد، جامعة أخرى",الانتقال,0.529732466
كم عدد الساعات التي يمكن للطالب أن يسجلها في الفصل الصيفي؟,يمكن للطالب أن يسجل حتى    ساعة معتمدة في أي من الفصلين الصيفيين الأول أو الثاني ,الفصل الصيفي,تعليمات الدراسة,0.531883717
كم عدد الساعات المعتمدة التي يجب أن يدرسها الطالب في الجامعة الهاشمية للحصول على درجة البكالوريوس؟,يجب على الطالب أن يدرس ما لا يقل عن نصف الساعات المعتمدة المطلوبة لتخرجه في الجامعة ,"الساعات المعتمدة، درجة البكالوريوس",تعليم,0.529595196
كم عدد الساعات المعتمدة التي يجب أن ينجزها الطالب في الجامعة إذا كان منتقلًا؟,لا تقل عن نصف مجموع الساعات المطلوبة للتخرج ,"انتقال، ساعات معتمدة",التخرج,0.531206369
كم عدد الساعات المعتمدة التي يجب على الطالب اجتيازها للحصول على الماجستير؟,يجب على الطالب اجتياز جميع المواد المطلوبة حسب الخطة الدراسية المعتمدة لبرنامج الماجستير ,الساعات المعتمدة,التخرج والدرجات,0.530742466
كم عدد الساعات المعتمدة التي يسمح للطالب المفصول أكاديمياً بتسجيلها في الفصل الاستدراكي؟,يمكن للطالب المفصول أكاديمياً أن يسجل حتى  5 ساعة معتمدة في الفصل الاستدراكي ,الفصل الاستدراكي,تعليم,0.531886637
كم عدد الساعات المعتمدة التي يسمح للطالب بدراستها في جامعة أخرى أثناء دراسته في الجامعة الهاشمية؟,يسمح للطالب بدراسة ما لا يزيد على  5 ساعة معتمدة في جامعة أخرى ,ساعات معتمدة,تعليم,0.529784858
كم عدد الساعات المعتمدة التي يمكن أن يحتسبها الطالب المنتقل من جامعة أخرى؟,"يمكن أن يحتسب للطالب المنتقل من جامعة أخرى ما لا يزيد عن 6 ساعات معتمدة، بشرط أن لا تكون قد حُسبت له في شهادة علمية أخرى وأن لا يكون قد مر على دراستها أكثر من 5 سنوات ",الساعات المعتمدة,التحويل,0.529275179
كم عدد الساعات المعتمدة التي يمكن أن يحسمها الطالب المنتقل من تخصص إلى آخر؟,يحسم فصل دراسي واحد من الحد الأعلى لسنوات التخرج مقابل كل  5 ساعة معتمدة تحتسب للطالب المنتقل ,حسم الساعات,تعليم,0.530742705
كم عدد الساعات المعتمدة التي يمكن للطالب دراستها في الفصل الصيفي؟,الحد الأقصى هو    ساعة معتمدة في الفصل الصيفي,الفصل الصيفي,النظام الأكاديمي,0.531386375
كم عدد الساعات المعتمدة التي يمكن للطالب معادلتها من شهادات جامعات أخرى؟,لا يجوز أن يزيد عدد الساعات المعتمدة التي يتم معادلتها عن 45 ساعة معتمدة ,معادلة الساعات المعتمدة,تعليم,0.529359102
كم عدد الساعات المعتمدة الحد الأدنى لدرجة البكالوريوس في تخصصات العلوم؟,الساعات المعتمدة هي  30 ساعة,الحد الأدنى للساعات المعتمدة,التخصصات الأكاديمية,0.529750705
كم عدد الساعات المعتمدة الحد الأدنى للحصول على درجة البكالوريوس؟,الحد الأدنى للحصول على درجة البكالوريوس هو ثلاث سنوات دراسية ,الساعات المعتمدة,تعليمات الدراسة,0.531769216
كم عدد الساعات المعتمدة المطلوبة في التخصصات الهندسية؟,الساعات المعتمدة المطلوبة هي  35 ساعة معتمدة,الساعات المعتمدة,التخصصات الأكاديمية,0.530000448
كم عدد الساعات المعتمدة المطلوبة في تخصص الاقتصاد والعلوم الإدارية؟,الساعات المعتمدة المطلوبة هي  30 ساعة,الساعات المعتمدة,التخصصات الأكاديمية,0.529646456
كم عدد الساعات المعتمدة المطلوبة للتخصص في العلوم الطبية المساندة؟,الساعات المعتمدة المطلوبة هي  30 ساعة,الساعات المعتمدة,التخصصات الأكاديمية,0.529646456
كم عدد الساعات المعتمدة المطلوبة للحصول على درجة البكالوريوس؟,يحدد في كل خطة دراسية عدد الساعات المعتمدة المطلوبة لنيل درجة البكالوريوس ,الساعات المعتمدة,تعليم,0.52936852
كم عدد الساعات المعتمدة المطلوبة لنيل درجة البكالوريوس في تخصص الهندسة؟, 35 ساعة معتمدة باستثناء تخصص هندسة العمارة,الساعات المعتمدة,التخصصات الأكاديمية,0.528756499
كم عدد الكتب التي يجوز استعارتها من قبل موظفي الجامعة؟,يجوز للموظف استعارة ثلاثة كتب كحد أقصى على ألا تتجاوز مدة الإعارة 4 أسابيع ,استعارة الكتب,تعليم,0.530073285
كم عدد المرات التي يمكن للطالب فيها التقدم للامتحان الشامل بعد رسوبه؟,"يمكن للطالب التقدم للامتحان الشامل لمرة واحدة فقط بعد رسوبه في المرة الأولى، وإذا رسب في المرة الثانية، يتم فصله من برنامج الماجستير ",الامتحان الشامل,الامتحانات الأكاديمية,0.531247556
