Question,Answer
شو الإجراء إذا كان عند الطالب تدريب رسمي بيمثل الجامعة؟,مسموح له بالغياب ضمن النسب المحددة.
هل مسموح للطالب بالتغيب عن الامتحانات النهائية بدون عذر؟,"لا، لازم يقدم عذر طبي أو قهري مقبول."
هل بتعتبر العلامة (هـ) رسوب؟,"نعم، بتعتبر رسوب في المادة."
شو بصير إذا غاب الطالب أكتر من 15% من ساعات المادة بدون عذر؟,"بنحرم من المحاضرات والامتحانات، وبتنحسب علامته (هـ)."
مين لازم يوافق على قرار حرمان الطالب؟,المدرّس بموافقة عميد الكلية.
كيف بيعرف الطالب إنه انحرم؟,المدرّس بيبلغه عن طريق نظام الإرشاد الأكاديمي.
إمتى بتنعلن قوائم الحرمان؟,قبل أسبوع من الامتحانات النهائية.
شو العلامة اللي بتنكتب للطالب إذا انحرم؟,بتنكتبله (هـ).
"إذا غاب الطالب بعذر مرضي، شو بصير؟","بينحسب كإنه منسحب وبتنكتب ملاحظة ""منسحب"" في سجله الأكاديمي."
مين اللي بقرر إذا العذر المرضي مقبول؟,عميد الكلية اللي بتطرح المادة.
شو الإجراء إذا كان الغياب بسبب عذر مرضي أو قهري؟,بنحسب كإنه منسحب إذا وافق العميد.
شو نسبة الغياب المسموحة للطلاب اللي بيشاركوا بنشاطات رسمية داخل المملكة؟,25% من الساعات المقررة.
شو نسبة الغياب المسموحة للطلاب اللي بيشاركوا بنشاطات رسمية خارج المملكة؟,30% من الساعات المقررة.
"إذا الطالب تجاوز نسبة الغياب المسموحة في النشاطات، شو بصير؟",بنحسبله كإنه منسحب.
شو شروط قبول العذر المرضي؟,تقرير طبي من طبيب الجامعة أو معتمد منه.
متى لازم الطالب يقدّم التقرير الطبي؟,قبل الغياب أو أول ما تزول الأسباب.
مين اللي بيقرر إذا التقرير الطبي مقبول؟,اللجنة الطبية بالجامعة.
"إذا الطالب غاب عن الامتحان النهائي، شو مطلوب؟",تقرير طبي من طبيب الجامعة أو من طوارئ مستشفى معتمد.
متى بتبلش فترة احتساب الغياب؟,من وقت تسجيل الطالب للمادة.
مين المسؤول عن تنفيذ أحكام المواظبة؟,عمداء الكليات وأعضاء هيئة التدريس والمحاضرون ومدير القبول والتسجيل.
شو بصير إذا اللجنة الطبية ما اقتنعت بالتقرير الطبي؟,بينرفض وما بينحسب العذر.
شو اللي بتنكتبله إذا انسحب من المادة؟,"بتنكتبله ملاحظة ""منسحب""."
"إذا الطالب غاب أكتر من 15% بعذر قهري، شو بصير؟",بينحسب كإنه منسحب إذا وافق العميد.
ممكن الطالب يغيب بالنشاطات الرسمية بدون مشاكل؟,"أه، إذا ضمن النسب المسموحة (25% داخل، 30% خارج)."
شو المطلوب لإثبات العذر القهري؟,وثائق تثبت السبب لعميد الكلية.
مين اللي بينفذ انسحاب الطالب في حالات مرضية؟,وحدة القبول والتسجيل بعد موافقة مجلس الكلية.
ممكن اللجنة الطبية ترفض تقرير طبي؟,"أكيد، إذا ما اقتنعت فيه."
الغياب بنحسب من وقت تسجيل المادة؟,"آه، من لحظة التسجيل."
شو بصير إذا ما قدّم الطالب عذره بالوقت المناسب؟,بنحسب غيابه بدون عذر.
مين اللي بيوافق على انسحاب الطالب بعذر قهري؟,عميد الكلية بعد ما يدرس العذر.
شو دور طبيب الجامعة بحالات الغياب المرضي؟,إصدار التقارير الطبية واعتمادها.
الطالب اللي ما عنده عذر مبرر كيف بينحسب؟,بينحرم من المادة وبتنكتبله (هـ).
التعليمات هاي لكل المواد بالجامعة؟,"آه، شاملة لكل المواد."
الطالب ممكن يعترض على قرار الحرمان؟,ممكن يحكي مع العميد أو يقدّم عذر مقبول.
"إذا اللجنة الطبية رفضت التقرير، شو بصير؟",الغياب بنحسب بدون عذر.
الأعذار القهرية بتنقبل مباشرة؟,"لا، لازم العميد يوافق عليها."
كيف الجهات المعنية بتعرف إذا الطالب انسحب؟,عميد الكلية بيبلغ مدير القبول والتسجيل.
كم نسبة الغياب المسموحة للنشاطات داخل الجامعة؟,25% من الساعات المقررة.
ممكن الطالب يتجاوز نسبة الغياب لأي سبب؟,بس إذا عنده عذر مرضي أو قهري مقبول.
"إذا الطالب عنده تدريب رسمي، شو بصير؟",مسموحله يغيب ضمن النسب المحددة.
الطالب ممكن يتغيب عن الامتحانات النهائية بدون عذر؟,"لا، لازم عذر طبي أو قهري مقبول."
علامة (هـ) تعتبر رسوب؟,"آه، رسوب بالمادة"
شو بصير إذا غبت كتير عن المحاضرات؟,بيمنعوك من الامتحان وبتاخد صفر بالمادة.
شو يعني عذر مقبول؟,مرض أو ظرف طارئ وعميد الكلية بيوافق عليه.
"إذا كنت مريض، شو بدك تعمل؟",تقدم تقرير طبي لعميد الكلية.
"إذا كنت مسافر بتمثيل الجامعة، كم ممكن تغيب؟",25% داخل الأردن و 30% خارجها.
"إذا غبت عن امتحان النهائي، شو بدك تعمل؟",تقدم تقرير طبي من المستشفى.
مين بيقرر إذا كان عذرك مقبول؟,عميد الكلية.
وين بتسجل الغياب والحضور؟,بنظام الإرشاد الأكاديمي.
شو يعني انسحاب من مادة؟,يعني ترك المادة وعدم استكمالها.
"إذا انسحبت من مادة، شو بصير بعلامتك؟",بتاخد علامة (هـ) يعني راسب.
شو يعني عذر قهري؟,ظرف طارئ زي حادث أو وفاة.
كيف بتثبت عذر قهري؟,بقدم أوراق تثبت صحة العذر.
"إذا ما قدمت عذر، شو بصير؟",بيعتبر غيابك بدون عذر.
مين مسؤول عن تنفيذ قواعد الغياب؟,عميد الكلية والمدرسين ومدير القبول والتسجيل.
"إذا كنت طالب دولي، كيف بتتعامل مع الغياب؟",نفس القواعد بتطبق عليك.
شو يعني علامة (هـ)؟,يعني راسب بالمادة.
"إذا كنت مريض وبدك امتحان تعويضي، شو بتعمل؟",بتقدم طلب لعميد الكلية مع التقرير الطبي.
"إذا كنت مشارك بنشاط رسمي، شو المستندات المطلوبة؟",شهادة مشاركة تثبت مدة الغياب.
"إذا كان عندك مشكلة بالغياب، وين بتروح تحلها؟",بتروح على عميد الكلية أو المستشار الأكاديمي.
شو أهمية المواظبة على الحضور؟,عشان تفهم المادة كويس وتنجح.
ليش لازم نقدم تقرير طبي؟,عشان يثبت سبب الغياب.
مين بقرر قبول التقرير الطبي؟,اللجنة الطبية في الجامعة.
